Регион,Округ,Год,Показатель,№ строки,Единица измерения, Значение
Республика Ингушетия,СКФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  144 
Республика Ингушетия,СКФО,2021,      в печатных средствах массовой информации,39,ед,  48 
Республика Ингушетия,СКФО,2021,      в интернет-СМИ,40,ед,  48 
Республика Ингушетия,СКФО,2021,      ТВ-сюжетов,41,ед,  48 
Республика Ингушетия,СКФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  10 
Республика Ингушетия,СКФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  -   
Республика Ингушетия,СКФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  13 
Республика Ингушетия,СКФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  550 
Иркутская область,СФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  72 349 
Иркутская область,СФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  161 944 
Иркутская область,СФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  499 600 
Иркутская область,СФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  179 
Иркутская область,СФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  2 388 
Иркутская область,СФО,2021,      в печатных средствах массовой информации,39,ед,  199 
Иркутская область,СФО,2021,      в интернет-СМИ,40,ед,  1 958 
Иркутская область,СФО,2021,      ТВ-сюжетов,41,ед,  231 
Иркутская область,СФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  32 
Иркутская область,СФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  34 
Иркутская область,СФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  22 934 
Иркутская область,СФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  3 706 
Кабардино-Балкарская Республика,СКФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  27 658 
Кабардино-Балкарская Республика,СКФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  316 489 
Кабардино-Балкарская Республика,СКФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,
Кабардино-Балкарская Республика,СКФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  81 
Кабардино-Балкарская Республика,СКФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  897 
Кабардино-Балкарская Республика,СКФО,2021,      в печатных средствах массовой информации,39,ед,  148 
Кабардино-Балкарская Республика,СКФО,2021,      в интернет-СМИ,40,ед,  617 
Кабардино-Балкарская Республика,СКФО,2021,      ТВ-сюжетов,41,ед,  132 
Кабардино-Балкарская Республика,СКФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  43 
Кабардино-Балкарская Республика,СКФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  2 
Кабардино-Балкарская Республика,СКФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  46 591 
Кабардино-Балкарская Республика,СКФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  262 
Калининградская область,СЗФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  90 346 
Калининградская область,СЗФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  458 342 
Калининградская область,СЗФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  900 000 
Калининградская область,СЗФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  -   
Калининградская область,СЗФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  162 
Калининградская область,СЗФО,2021,      в печатных средствах массовой информации,39,ед,  -   
Калининградская область,СЗФО,2021,      в интернет-СМИ,40,ед,  151 
Калининградская область,СЗФО,2021,      ТВ-сюжетов,41,ед,  11 
Калининградская область,СЗФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  15 
Калининградская область,СЗФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  2 
Калининградская область,СЗФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  42 932 
Калининградская область,СЗФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  983 
Республика Калмыкия,ЮФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  19 328 
Республика Калмыкия,ЮФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  57 140 
Республика Калмыкия,ЮФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  -   
Республика Калмыкия,ЮФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  57 
Республика Калмыкия,ЮФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  150 
Республика Калмыкия,ЮФО,2021,      в печатных средствах массовой информации,39,ед,  50 
Республика Калмыкия,ЮФО,2021,      в интернет-СМИ,40,ед,  50 
Республика Калмыкия,ЮФО,2021,      ТВ-сюжетов,41,ед,  50 
Республика Калмыкия,ЮФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  10 
Республика Калмыкия,ЮФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  9 
Республика Калмыкия,ЮФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  8 213 
Республика Калмыкия,ЮФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  1 236 
Калужская область,ЦФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  52 500 
Калужская область,ЦФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  140 000 
Калужская область,ЦФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  -   
Калужская область,ЦФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  201 
Калужская область,ЦФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  1 406 
Калужская область,ЦФО,2021,      в печатных средствах массовой информации,39,ед,  48 
Калужская область,ЦФО,2021,      в интернет-СМИ,40,ед,  1 200 
Калужская область,ЦФО,2021,      ТВ-сюжетов,41,ед,  158 
Калужская область,ЦФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  346 
Калужская область,ЦФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  200 
Калужская область,ЦФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  8 380 
Калужская область,ЦФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  1 200 
Камчатский край,ДФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  -   
Камчатский край,ДФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  -   
Камчатский край,ДФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  1 611 218 
Камчатский край,ДФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  -   
Камчатский край,ДФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  150 
Камчатский край,ДФО,2021,      в печатных средствах массовой информации,39,ед,  -   
Камчатский край,ДФО,2021,      в интернет-СМИ,40,ед,  138 
Камчатский край,ДФО,2021,      ТВ-сюжетов,41,ед,  12 
Камчатский край,ДФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  -   
Камчатский край,ДФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  48 
Камчатский край,ДФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  718 
Камчатский край,ДФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  565 
Республика Карелия,СЗФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  5 730 
Республика Карелия,СЗФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  32 000 
Республика Карелия,СЗФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  200 000 
Республика Карелия,СЗФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  5 
Республика Карелия,СЗФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  1 406 
Республика Карелия,СЗФО,2021,      в печатных средствах массовой информации,39,ед,  117 
Республика Карелия,СЗФО,2021,      в интернет-СМИ,40,ед,  1 225 
Республика Карелия,СЗФО,2021,      ТВ-сюжетов,41,ед,  64 
Республика Карелия,СЗФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  33 
Республика Карелия,СЗФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  72 
Республика Карелия,СЗФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  7 181 
Республика Карелия,СЗФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  503 
Кемеровская область,СФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  5 378 611 
Кемеровская область,СФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  6 042 612 
Кемеровская область,СФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  -   
Кемеровская область,СФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  23 
Кемеровская область,СФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  882 
Кемеровская область,СФО,2021,      в печатных средствах массовой информации,39,ед,  39 
Кемеровская область,СФО,2021,      в интернет-СМИ,40,ед,  789 
Кемеровская область,СФО,2021,      ТВ-сюжетов,41,ед,  54 
Кемеровская область,СФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  -   
Кемеровская область,СФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  9 
Кемеровская область,СФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  1 620 
Кемеровская область,СФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  1 219 
Кировская область,ПФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  18 648 
Кировская область,ПФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  20 265 
Кировская область,ПФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  -   
Кировская область,ПФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  17 
Кировская область,ПФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  158 
Кировская область,ПФО,2021,      в печатных средствах массовой информации,39,ед,  19 
Кировская область,ПФО,2021,      в интернет-СМИ,40,ед,  96 
Кировская область,ПФО,2021,      ТВ-сюжетов,41,ед,  43 
Кировская область,ПФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  168 
Кировская область,ПФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  37 
Кировская область,ПФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  26 773 
Кировская область,ПФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  2 914 
Республика Коми,СЗФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  83 353 
Республика Коми,СЗФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  429 936 
Республика Коми,СЗФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  -   
Республика Коми,СЗФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  20 
Республика Коми,СЗФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  3 208 
Республика Коми,СЗФО,2021,      в печатных средствах массовой информации,39,ед,  885 
Республика Коми,СЗФО,2021,      в интернет-СМИ,40,ед,  2 061 
Республика Коми,СЗФО,2021,      ТВ-сюжетов,41,ед,  262 
Республика Коми,СЗФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  26 
Республика Коми,СЗФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  37 
Республика Коми,СЗФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  30 220 
Республика Коми,СЗФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  6 737 
Костромская область,ЦФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  68 653 
Костромская область,ЦФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  158 922 
Костромская область,ЦФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  36 000 
Костромская область,ЦФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  5 
Костромская область,ЦФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  1 685 
Костромская область,ЦФО,2021,      в печатных средствах массовой информации,39,ед,  183 
Костромская область,ЦФО,2021,      в интернет-СМИ,40,ед,  1 300 
Костромская область,ЦФО,2021,      ТВ-сюжетов,41,ед,  202 
Костромская область,ЦФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  902 
Костромская область,ЦФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  250 
