Регион,Округ,Год,Показатель,№ строки,Единица измерения,Значение
Волгоградская область,ЮФО,2021,      добровольчество (волонтерство) в сфере гражданско-патриотического воспитания,75,чел,  24 308 
Волгоградская область,ЮФО,2021,      добровольчество (волонтерство) в сфере здравоохранения,76,чел,  5 493 
Волгоградская область,ЮФО,2021,      добровольчество (волонтерство) в сфере социальной поддержки и социального обслуживания населения,77,чел,  4 794 
Волгоградская область,ЮФО,2021,      добровольчество (волонтерство) в сфере культуры,78,чел,  5 302 
Волгоградская область,ЮФО,2021,      добровольчество (волонтерство) в сфере физической культуры и спорта,79,чел,  3 493 
Волгоградская область,ЮФО,2021,      добровольчество (волонтерство) в сфере охраны природы,80,чел,  8 673 
Волгоградская область,ЮФО,2021,      добровольчество (волонтерство) в сфере развития городской среды и туристической деятельности,81,чел,  3 334 
Волгоградская область,ЮФО,2021,      добровольчество (волонтерство) в сфере предупреждения и ликвидации последствий чрезвычайных ситуаций,82,чел,  689 
Волгоградская область,ЮФО,2021,"      добровольчество (волонтерство) в сфере содействия в поиске пропавших людей, содействия органам внутренних дел и иным правоохранительным органам в охране общественного порядка в добровольных народных дружинах",83,чел,  566 
Волгоградская область,ЮФО,2021,      добровольчество (волонтерство) в сфере обеспечения доступности правовой поддержки населения,84,чел,  399 
Волгоградская область,ЮФО,2021,      добровольчество (волонтерство) в сфере финансового просвещения,85,чел,  946 
Волгоградская область,ЮФО,2021,      добровольчество (волонтерство) по месту жительства,86,чел,  16 826 
Волгоградская область,ЮФО,2021,      инклюзивное добровольчество (волонтерство),87,чел,  539 
Волгоградская область,ЮФО,2021,      добровольчество (волонтерство) граждан в возрасте 55 лет и старше,88,чел,  3 349 
Волгоградская область,ЮФО,2021,"      добровольчество (волонтерство), реализуемое в семейных формах",89,чел,  217 
Волгоградская область,ЮФО,2021,      корпоративное добровольчество (волонтерство),90,чел,  599 
Вологодская область,СЗФО,2021,Общее количество региональных ресурсных центров поддержки добровольчества на территории субъекта Российской Федерации:,60,ед,  3 
Вологодская область,СЗФО,2021,"Количество государственных учреждений на территории субъекта Российской Федерации, работающих с добровольцами (волонтерами) и реализующих совместные программы в следущих сферах:",61,ед,  360 
Вологодская область,СЗФО,2021,      образование,62,ед,  149 
Вологодская область,СЗФО,2021,      здравохранение,63,ед,  13 
Вологодская область,СЗФО,2021,      социальная защита и социальное обслуживание,64,ед,  73 
Вологодская область,СЗФО,2021,      культура,65,ед,  94 
Вологодская область,СЗФО,2021,      физическая культура и спорт,66,чел,  16 
Вологодская область,СЗФО,2021,      охрана природы,67,чел,  11 
Вологодская область,СЗФО,2021,      строительство и ЖКХ,68,чел,  4 
Вологодская область,СЗФО,2021,"Общая численность граждан, вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства) на базе образовательных организаций, некоммерческих организаций, государственных и муниципальных учреждений в добровольческую (волонтерскую) деятельность на территории субъекта Российской Федерации, в том числе:",69,чел,  61 514 
Вологодская область,СЗФО,2021,      добровольцы (волонтеры) в возрасте от 7 до 13 лет,70,чел,  4 378 
Вологодская область,СЗФО,2021,      добровольцы (волонтеры) в возрасте от 14 до 30 лет,71,чел,  47 298 
Вологодская область,СЗФО,2021,      добровольцы (волонтеры) в возрасте от 31 до 54 лет,72,чел,  7 037 
Вологодская область,СЗФО,2021,      добровольцы (волонтеры) «серебряного» возраста (55 лет и старше),73,чел,  2 801 
Вологодская область,СЗФО,2021,"Общая численность граждан, вовлеченных в добровольческую деятельность на территории субъекта Российской Федерации, включая вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства), по направлениям сферы деятельности: добровольческая (волонтерская) деятельность в области образования",74,чел,  1 560 
Вологодская область,СЗФО,2021,      добровольчество (волонтерство) в сфере гражданско-патриотического воспитания,75,чел,  9 579 
Вологодская область,СЗФО,2021,      добровольчество (волонтерство) в сфере здравоохранения,76,чел,  794 
Вологодская область,СЗФО,2021,      добровольчество (волонтерство) в сфере социальной поддержки и социального обслуживания населения,77,чел,  31 445 
Вологодская область,СЗФО,2021,      добровольчество (волонтерство) в сфере культуры,78,чел,  2 215 
Вологодская область,СЗФО,2021,      добровольчество (волонтерство) в сфере физической культуры и спорта,79,чел,  626 
Вологодская область,СЗФО,2021,      добровольчество (волонтерство) в сфере охраны природы,80,чел,  7 936 
Вологодская область,СЗФО,2021,      добровольчество (волонтерство) в сфере развития городской среды и туристической деятельности,81,чел,  378 
Вологодская область,СЗФО,2021,      добровольчество (волонтерство) в сфере предупреждения и ликвидации последствий чрезвычайных ситуаций,82,чел,  415 
Вологодская область,СЗФО,2021,"      добровольчество (волонтерство) в сфере содействия в поиске пропавших людей, содействия органам внутренних дел и иным правоохранительным органам в охране общественного порядка в добровольных народных дружинах",83,чел,  1 080 
Вологодская область,СЗФО,2021,      добровольчество (волонтерство) в сфере обеспечения доступности правовой поддержки населения,84,чел,  141 
Вологодская область,СЗФО,2021,      добровольчество (волонтерство) в сфере финансового просвещения,85,чел,  173 
Вологодская область,СЗФО,2021,      добровольчество (волонтерство) по месту жительства,86,чел,  879 
Вологодская область,СЗФО,2021,      инклюзивное добровольчество (волонтерство),87,чел,  678 
Вологодская область,СЗФО,2021,      добровольчество (волонтерство) граждан в возрасте 55 лет и старше,88,чел,  700 
Вологодская область,СЗФО,2021,"      добровольчество (волонтерство), реализуемое в семейных формах",89,чел,  2 105 
Вологодская область,СЗФО,2021,      корпоративное добровольчество (волонтерство),90,чел,  810 
Воронежская область,ЦФО,2021,Общее количество региональных ресурсных центров поддержки добровольчества на территории субъекта Российской Федерации:,60,ед,  5 
Воронежская область,ЦФО,2021,"Количество государственных учреждений на территории субъекта Российской Федерации, работающих с добровольцами (волонтерами) и реализующих совместные программы в следущих сферах:",61,ед,  1 379 
Воронежская область,ЦФО,2021,      образование,62,ед,  649 
Воронежская область,ЦФО,2021,      здравохранение,63,ед,  43 
Воронежская область,ЦФО,2021,      социальная защита и социальное обслуживание,64,ед,  48 
Воронежская область,ЦФО,2021,      культура,65,ед,  341 
Воронежская область,ЦФО,2021,      физическая культура и спорт,66,чел,  165 
Воронежская область,ЦФО,2021,      охрана природы,67,чел,  125 
Воронежская область,ЦФО,2021,      строительство и ЖКХ,68,чел,  8 
Воронежская область,ЦФО,2021,"Общая численность граждан, вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства) на базе образовательных организаций, некоммерческих организаций, государственных и муниципальных учреждений в добровольческую (волонтерскую) деятельность на территории субъекта Российской Федерации, в том числе:",69,чел,  185 176 
Воронежская область,ЦФО,2021,      добровольцы (волонтеры) в возрасте от 7 до 13 лет,70,чел,  39 250 
Воронежская область,ЦФО,2021,      добровольцы (волонтеры) в возрасте от 14 до 30 лет,71,чел,  124 266 
Воронежская область,ЦФО,2021,      добровольцы (волонтеры) в возрасте от 31 до 54 лет,72,чел,  18 010 
Воронежская область,ЦФО,2021,      добровольцы (волонтеры) «серебряного» возраста (55 лет и старше),73,чел,  3 650 
Воронежская область,ЦФО,2021,"Общая численность граждан, вовлеченных в добровольческую деятельность на территории субъекта Российской Федерации, включая вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства), по направлениям сферы деятельности: добровольческая (волонтерская) деятельность в области образования",74,чел,  9 750 
Воронежская область,ЦФО,2021,      добровольчество (волонтерство) в сфере гражданско-патриотического воспитания,75,чел,  14 176 
Воронежская область,ЦФО,2021,      добровольчество (волонтерство) в сфере здравоохранения,76,чел,  3 600 
Воронежская область,ЦФО,2021,      добровольчество (волонтерство) в сфере социальной поддержки и социального обслуживания населения,77,чел,  4 650 
Воронежская область,ЦФО,2021,      добровольчество (волонтерство) в сфере культуры,78,чел,  4 200 
Воронежская область,ЦФО,2021,      добровольчество (волонтерство) в сфере физической культуры и спорта,79,чел,  1 780 
Воронежская область,ЦФО,2021,      добровольчество (волонтерство) в сфере охраны природы,80,чел,  3 750 
Воронежская область,ЦФО,2021,      добровольчество (волонтерство) в сфере развития городской среды и туристической деятельности,81,чел,  1 450 
Воронежская область,ЦФО,2021,      добровольчество (волонтерство) в сфере предупреждения и ликвидации последствий чрезвычайных ситуаций,82,чел,  1 300 
Воронежская область,ЦФО,2021,"      добровольчество (волонтерство) в сфере содействия в поиске пропавших людей, содействия органам внутренних дел и иным правоохранительным органам в охране общественного порядка в добровольных народных дружинах",83,чел,  2 600 
Воронежская область,ЦФО,2021,      добровольчество (волонтерство) в сфере обеспечения доступности правовой поддержки населения,84,чел,  1 456 
Воронежская область,ЦФО,2021,      добровольчество (волонтерство) в сфере финансового просвещения,85,чел,  1 600 
Воронежская область,ЦФО,2021,      добровольчество (волонтерство) по месту жительства,86,чел,  57 020 
Воронежская область,ЦФО,2021,      инклюзивное добровольчество (волонтерство),87,чел,  1 450 
Воронежская область,ЦФО,2021,      добровольчество (волонтерство) граждан в возрасте 55 лет и старше,88,чел,  3 700 
Воронежская область,ЦФО,2021,"      добровольчество (волонтерство), реализуемое в семейных формах",89,чел,  1 200 
Воронежская область,ЦФО,2021,      корпоративное добровольчество (волонтерство),90,чел,  1 500 
Республика Дагестан,СКФО,2021,Общее количество региональных ресурсных центров поддержки добровольчества на территории субъекта Российской Федерации:,60,ед,  1 
Республика Дагестан,СКФО,2021,"Количество государственных учреждений на территории субъекта Российской Федерации, работающих с добровольцами (волонтерами) и реализующих совместные программы в следущих сферах:",61,ед,  28 
Республика Дагестан,СКФО,2021,      образование,62,ед,  1 
Республика Дагестан,СКФО,2021,      здравохранение,63,ед,  7 
Республика Дагестан,СКФО,2021,      социальная защита и социальное обслуживание,64,ед,  4 
Республика Дагестан,СКФО,2021,      культура,65,ед,  8 
Республика Дагестан,СКФО,2021,      физическая культура и спорт,66,чел,  2 
Республика Дагестан,СКФО,2021,      охрана природы,67,чел,  5 
Республика Дагестан,СКФО,2021,      строительство и ЖКХ,68,чел,  1 
Республика Дагестан,СКФО,2021,"Общая численность граждан, вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства) на базе образовательных организаций, некоммерческих организаций, государственных и муниципальных учреждений в добровольческую (волонтерскую) деятельность на территории субъекта Российской Федерации, в том числе:",69,чел,  7 189 
Республика Дагестан,СКФО,2021,      добровольцы (волонтеры) в возрасте от 7 до 13 лет,70,чел,  1 285 
Республика Дагестан,СКФО,2021,      добровольцы (волонтеры) в возрасте от 14 до 30 лет,71,чел,  4 870 
Республика Дагестан,СКФО,2021,      добровольцы (волонтеры) в возрасте от 31 до 54 лет,72,чел,  760 
Республика Дагестан,СКФО,2021,      добровольцы (волонтеры) «серебряного» возраста (55 лет и старше),73,чел,  274 
Республика Дагестан,СКФО,2021,"Общая численность граждан, вовлеченных в добровольческую деятельность на территории субъекта Российской Федерации, включая вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства), по направлениям сферы деятельности: добровольческая (волонтерская) деятельность в области образования",74,чел,  1 616 
Республика Дагестан,СКФО,2021,      добровольчество (волонтерство) в сфере гражданско-патриотического воспитания,75,чел,  2 100 
Республика Дагестан,СКФО,2021,      добровольчество (волонтерство) в сфере здравоохранения,76,чел,  1 875 
Республика Дагестан,СКФО,2021,      добровольчество (волонтерство) в сфере социальной поддержки и социального обслуживания населения,77,чел,  2 769 
Республика Дагестан,СКФО,2021,      добровольчество (волонтерство) в сфере культуры,78,чел,  628 
Республика Дагестан,СКФО,2021,      добровольчество (волонтерство) в сфере физической культуры и спорта,79,чел,  566 
Республика Дагестан,СКФО,2021,      добровольчество (волонтерство) в сфере охраны природы,80,чел,  4 052 
Республика Дагестан,СКФО,2021,      добровольчество (волонтерство) в сфере развития городской среды и туристической деятельности,81,чел,  258 
Республика Дагестан,СКФО,2021,      добровольчество (волонтерство) в сфере предупреждения и ликвидации последствий чрезвычайных ситуаций,82,чел,  429 
Республика Дагестан,СКФО,2021,"      добровольчество (волонтерство) в сфере содействия в поиске пропавших людей, содействия органам внутренних дел и иным правоохранительным органам в охране общественного порядка в добровольных народных дружинах",83,чел,  485 
Республика Дагестан,СКФО,2021,      добровольчество (волонтерство) в сфере обеспечения доступности правовой поддержки населения,84,чел,  64 
Республика Дагестан,СКФО,2021,      добровольчество (волонтерство) в сфере финансового просвещения,85,чел,  456 
Республика Дагестан,СКФО,2021,      добровольчество (волонтерство) по месту жительства,86,чел,  55 074 
Республика Дагестан,СКФО,2021,      инклюзивное добровольчество (волонтерство),87,чел,  255 
Республика Дагестан,СКФО,2021,      добровольчество (волонтерство) граждан в возрасте 55 лет и старше,88,чел,  274 
Республика Дагестан,СКФО,2021,"      добровольчество (волонтерство), реализуемое в семейных формах",89,чел,  35 
Республика Дагестан,СКФО,2021,      корпоративное добровольчество (волонтерство),90,чел,  64 
Республика Дагестан,СКФО,2021,,,,
Еврейская автономная область,ДФО,2021,Общее количество региональных ресурсных центров поддержки добровольчества на территории субъекта Российской Федерации:,60,ед,  2 
Еврейская автономная область,ДФО,2021,"Количество государственных учреждений на территории субъекта Российской Федерации, работающих с добровольцами (волонтерами) и реализующих совместные программы в следущих сферах:",61,ед,  53 
Еврейская автономная область,ДФО,2021,      образование,62,ед,  47 
Еврейская автономная область,ДФО,2021,      здравохранение,63,ед,  1 
Еврейская автономная область,ДФО,2021,      социальная защита и социальное обслуживание,64,ед,  2 
Еврейская автономная область,ДФО,2021,      культура,65,ед,  3 
Еврейская автономная область,ДФО,2021,      физическая культура и спорт,66,чел,  -   
Еврейская автономная область,ДФО,2021,      охрана природы,67,чел,  -   
Еврейская автономная область,ДФО,2021,      строительство и ЖКХ,68,чел,  -   
Еврейская автономная область,ДФО,2021,"Общая численность граждан, вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства) на базе образовательных организаций, некоммерческих организаций, государственных и муниципальных учреждений в добровольческую (волонтерскую) деятельность на территории субъекта Российской Федерации, в том числе:",69,чел,  13 680 
Еврейская автономная область,ДФО,2021,      добровольцы (волонтеры) в возрасте от 7 до 13 лет,70,чел,  2 355 
Еврейская автономная область,ДФО,2021,      добровольцы (волонтеры) в возрасте от 14 до 30 лет,71,чел,  6 932 
Еврейская автономная область,ДФО,2021,      добровольцы (волонтеры) в возрасте от 31 до 54 лет,72,чел,  4 227 
Еврейская автономная область,ДФО,2021,      добровольцы (волонтеры) «серебряного» возраста (55 лет и старше),73,чел,  166 
Еврейская автономная область,ДФО,2021,"Общая численность граждан, вовлеченных в добровольческую деятельность на территории субъекта Российской Федерации, включая вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства), по направлениям сферы деятельности: добровольческая (волонтерская) деятельность в области образования",74,чел,  2 114 
Еврейская автономная область,ДФО,2021,      добровольчество (волонтерство) в сфере гражданско-патриотического воспитания,75,чел,  7 993 
Еврейская автономная область,ДФО,2021,      добровольчество (волонтерство) в сфере здравоохранения,76,чел,  716 
Еврейская автономная область,ДФО,2021,      добровольчество (волонтерство) в сфере социальной поддержки и социального обслуживания населения,77,чел,  881 
Еврейская автономная область,ДФО,2021,      добровольчество (волонтерство) в сфере культуры,78,чел,  792 
Еврейская автономная область,ДФО,2021,      добровольчество (волонтерство) в сфере физической культуры и спорта,79,чел,  737 
Еврейская автономная область,ДФО,2021,      добровольчество (волонтерство) в сфере охраны природы,80,чел,  767 
Еврейская автономная область,ДФО,2021,      добровольчество (волонтерство) в сфере развития городской среды и туристической деятельности,81,чел,  75 
Еврейская автономная область,ДФО,2021,      добровольчество (волонтерство) в сфере предупреждения и ликвидации последствий чрезвычайных ситуаций,82,чел,  452 
Еврейская автономная область,ДФО,2021,"      добровольчество (волонтерство) в сфере содействия в поиске пропавших людей, содействия органам внутренних дел и иным правоохранительным органам в охране общественного порядка в добровольных народных дружинах",83,чел,  238 
Еврейская автономная область,ДФО,2021,      добровольчество (волонтерство) в сфере обеспечения доступности правовой поддержки населения,84,чел,  601 
Еврейская автономная область,ДФО,2021,      добровольчество (волонтерство) в сфере финансового просвещения,85,чел,  20 
Еврейская автономная область,ДФО,2021,      добровольчество (волонтерство) по месту жительства,86,чел,  183 
Еврейская автономная область,ДФО,2021,      инклюзивное добровольчество (волонтерство),87,чел,  12 
Еврейская автономная область,ДФО,2021,      добровольчество (волонтерство) граждан в возрасте 55 лет и старше,88,чел,  213 
Еврейская автономная область,ДФО,2021,"      добровольчество (волонтерство), реализуемое в семейных формах",89,чел,  -   
Еврейская автономная область,ДФО,2021,      корпоративное добровольчество (волонтерство),90,чел,  -   
Забайкальский край,ДФО,2021,Общее количество региональных ресурсных центров поддержки добровольчества на территории субъекта Российской Федерации:,60,ед,  1 
Забайкальский край,ДФО,2021,"Количество государственных учреждений на территории субъекта Российской Федерации, работающих с добровольцами (волонтерами) и реализующих совместные программы в следущих сферах:",61,ед,  432 
Забайкальский край,ДФО,2021,      образование,62,ед,  257 
Забайкальский край,ДФО,2021,      здравохранение,63,ед,  21 
Забайкальский край,ДФО,2021,      социальная защита и социальное обслуживание,64,ед,  58 
Забайкальский край,ДФО,2021,      культура,65,ед,  91 
Забайкальский край,ДФО,2021,      физическая культура и спорт,66,чел,  3 
Забайкальский край,ДФО,2021,      охрана природы,67,чел,  1 
Забайкальский край,ДФО,2021,      строительство и ЖКХ,68,чел,  1 
Забайкальский край,ДФО,2021,"Общая численность граждан, вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства) на базе образовательных организаций, некоммерческих организаций, государственных и муниципальных учреждений в добровольческую (волонтерскую) деятельность на территории субъекта Российской Федерации, в том числе:",69,чел,  42 003 
Забайкальский край,ДФО,2021,      добровольцы (волонтеры) в возрасте от 7 до 13 лет,70,чел,  8 600 
Забайкальский край,ДФО,2021,      добровольцы (волонтеры) в возрасте от 14 до 30 лет,71,чел,  22 203 
Забайкальский край,ДФО,2021,      добровольцы (волонтеры) в возрасте от 31 до 54 лет,72,чел,  10 370 
Забайкальский край,ДФО,2021,      добровольцы (волонтеры) «серебряного» возраста (55 лет и старше),73,чел,  830 
Забайкальский край,ДФО,2021,"Общая численность граждан, вовлеченных в добровольческую деятельность на территории субъекта Российской Федерации, включая вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства), по направлениям сферы деятельности: добровольческая (волонтерская) деятельность в области образования",74,чел,  4 200 
Забайкальский край,ДФО,2021,      добровольчество (волонтерство) в сфере гражданско-патриотического воспитания,75,чел,  8 990 
Забайкальский край,ДФО,2021,      добровольчество (волонтерство) в сфере здравоохранения,76,чел,  3 600 
Забайкальский край,ДФО,2021,      добровольчество (волонтерство) в сфере социальной поддержки и социального обслуживания населения,77,чел,  27 900 
Забайкальский край,ДФО,2021,      добровольчество (волонтерство) в сфере культуры,78,чел,  2 420 
Забайкальский край,ДФО,2021,      добровольчество (волонтерство) в сфере физической культуры и спорта,79,чел,  2 130 
Забайкальский край,ДФО,2021,      добровольчество (волонтерство) в сфере охраны природы,80,чел,  6 916 
Забайкальский край,ДФО,2021,      добровольчество (волонтерство) в сфере развития городской среды и туристической деятельности,81,чел,  2 750 
Забайкальский край,ДФО,2021,      добровольчество (волонтерство) в сфере предупреждения и ликвидации последствий чрезвычайных ситуаций,82,чел,  1 948 
Забайкальский край,ДФО,2021,"      добровольчество (волонтерство) в сфере содействия в поиске пропавших людей, содействия органам внутренних дел и иным правоохранительным органам в охране общественного порядка в добровольных народных дружинах",83,чел,  1 260 
Забайкальский край,ДФО,2021,      добровольчество (волонтерство) в сфере обеспечения доступности правовой поддержки населения,84,чел,  740 
Забайкальский край,ДФО,2021,      добровольчество (волонтерство) в сфере финансового просвещения,85,чел,  300 
Забайкальский край,ДФО,2021,      добровольчество (волонтерство) по месту жительства,86,чел,  -   
Забайкальский край,ДФО,2021,      инклюзивное добровольчество (волонтерство),87,чел,  499 
Забайкальский край,ДФО,2021,      добровольчество (волонтерство) граждан в возрасте 55 лет и старше,88,чел,  830 
Забайкальский край,ДФО,2021,"      добровольчество (волонтерство), реализуемое в семейных формах",89,чел,  1 130 
Забайкальский край,ДФО,2021,      корпоративное добровольчество (волонтерство),90,чел,  1 500 
Ивановская область,ЦФО,2021,Общее количество региональных ресурсных центров поддержки добровольчества на территории субъекта Российской Федерации:,60,ед,  1 
Ивановская область,ЦФО,2021,"Количество государственных учреждений на территории субъекта Российской Федерации, работающих с добровольцами (волонтерами) и реализующих совместные программы в следущих сферах:",61,ед,  447 
Ивановская область,ЦФО,2021,      образование,62,ед,  228 
Ивановская область,ЦФО,2021,      здравохранение,63,ед,  12 
Ивановская область,ЦФО,2021,      социальная защита и социальное обслуживание,64,ед,  37 
Ивановская область,ЦФО,2021,      культура,65,ед,  109 
Ивановская область,ЦФО,2021,      физическая культура и спорт,66,чел,  35 
Ивановская область,ЦФО,2021,      охрана природы,67,чел,  13 
Ивановская область,ЦФО,2021,      строительство и ЖКХ,68,чел,  13 
Ивановская область,ЦФО,2021,"Общая численность граждан, вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства) на базе образовательных организаций, некоммерческих организаций, государственных и муниципальных учреждений в добровольческую (волонтерскую) деятельность на территории субъекта Российской Федерации, в том числе:",69,чел,  50 783 
Ивановская область,ЦФО,2021,      добровольцы (волонтеры) в возрасте от 7 до 13 лет,70,чел,  16 708 
Ивановская область,ЦФО,2021,      добровольцы (волонтеры) в возрасте от 14 до 30 лет,71,чел,  28 670 
Ивановская область,ЦФО,2021,      добровольцы (волонтеры) в возрасте от 31 до 54 лет,72,чел,  3 891 
Ивановская область,ЦФО,2021,      добровольцы (волонтеры) «серебряного» возраста (55 лет и старше),73,чел,  1 514 
Ивановская область,ЦФО,2021,"Общая численность граждан, вовлеченных в добровольческую деятельность на территории субъекта Российской Федерации, включая вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства), по направлениям сферы деятельности: добровольческая (волонтерская) деятельность в области образования",74,чел,  4 869 
Ивановская область,ЦФО,2021,      добровольчество (волонтерство) в сфере гражданско-патриотического воспитания,75,чел,  11 330 
Ивановская область,ЦФО,2021,      добровольчество (волонтерство) в сфере здравоохранения,76,чел,  5 989 
Ивановская область,ЦФО,2021,      добровольчество (волонтерство) в сфере социальной поддержки и социального обслуживания населения,77,чел,  5 586 
Ивановская область,ЦФО,2021,      добровольчество (волонтерство) в сфере культуры,78,чел,  3 298 
Ивановская область,ЦФО,2021,      добровольчество (волонтерство) в сфере физической культуры и спорта,79,чел,  4 652 
Ивановская область,ЦФО,2021,      добровольчество (волонтерство) в сфере охраны природы,80,чел,  2 744 
Ивановская область,ЦФО,2021,      добровольчество (волонтерство) в сфере развития городской среды и туристической деятельности,81,чел,  1 705 
Ивановская область,ЦФО,2021,      добровольчество (волонтерство) в сфере предупреждения и ликвидации последствий чрезвычайных ситуаций,82,чел,  557 
Ивановская область,ЦФО,2021,"      добровольчество (волонтерство) в сфере содействия в поиске пропавших людей, содействия органам внутренних дел и иным правоохранительным органам в охране общественного порядка в добровольных народных дружинах",83,чел,  541 
Ивановская область,ЦФО,2021,      добровольчество (волонтерство) в сфере обеспечения доступности правовой поддержки населения,84,чел,  603 
